city,year,weekofyear,station_avg_temp_c,reanalysis_specific_humidity_g_per_kg,station_precip_mm,reanalysis_dew_point_temp_k,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,total_cases
sj,2016,17,23.45,7.64,57.81,294.6,0.483,0.777,0.136,0.453,25
sj,2016,18,30.1,8.42,49.84,301.25,0.487,0.378,0.192,0.706,22
sj,2016,19,26.56,7.14,53.87,297.71,0.571,0.658,0.275,0.537,20
sj,2016,20,31.64,8.26,32.61,302.79,0.484,0.301,0.315,0.347,25
sj,2016,21,23.43,9.11,27.41,294.58,0.148,0.649,0.3,0.403,30
sj,2016,22,24.65,9.24,36.88,295.8,0.761,0.549,0.57,0.543,20
sj,2016,23,26.92,6.67,31.73,298.07,0.294,0.293,0.402,0.786,22
sj,2016,24,28.1,7.24,35.39,299.25,0.617,0.593,0.396,0.343,17
sj,2016,25,23.51,7.35,38.33,294.66,0.288,0.301,0.56,0.778,14
sj,2016,26,25.83,8.18,29.07,296.98,0.519,0.537,0.554,0.287,21
sj,2016,27,30.43,6.85,56.38,301.58,0.319,0.29,0.518,0.706,31
sj,2016,28,29.65,8.34,47.81,300.8,0.591,0.576,0.386,0.111,17
sj,2016,29,23.41,8.51,51.44,294.56,0.379,0.688,0.232,0.571,22
sj,2016,30,27.93,7.83,44.51,299.08,0.74,0.404,0.281,0.404,21
sj,2016,31,33.25,9.38,14.15,304.4,0.6,0.164,0.239,0.714,28
sj,2016,32,25.65,7.31,21.68,296.8,0.144,0.421,0.613,0.525,16
sj,2016,33,26.26,8.24,49.99,297.41,0.753,0.481,0.24,0.532,25
sj,2016,34,30.61,8.89,24.73,301.76,0.36,0.745,0.509,0.477,24
sj,2016,35,25.64,6.62,46.08,296.79,0.651,0.418,0.541,0.274,25
sj,2016,36,26.18,9.72,79.85,297.33,0.755,0.145,0.677,0.305,22
sj,2016,37,26.84,7.95,40.51,297.99,0.139,0.444,0.749,0.174,13
sj,2016,38,26.52,9.44,14.87,297.67,0.212,0.212,0.149,0.23,27
sj,2016,39,30.37,8.34,51.41,301.52,0.177,0.302,0.317,0.275,29
sj,2016,40,36.85,9.24,12.98,308.0,0.68,0.653,0.315,0.74,19
sj,2016,41,27.62,8.33,41.72,298.77,0.759,0.713,0.172,0.375,12
sj,2016,42,28.53,10.99,47.35,299.68,0.574,0.687,0.701,0.624,25
sj,2016,43,34.17,6.87,49.47,305.32,0.225,0.586,0.261,0.182,19
sj,2016,44,30.93,8.92,15.09,302.08,0.158,0.113,0.216,0.724,24
sj,2016,45,25.87,6.74,35.66,297.02,0.463,0.525,0.272,0.14,19
sj,2016,46,23.87,7.44,60.43,295.02,0.391,0.4,0.479,0.588,33
sj,2016,47,25.4,8.53,0.0,296.55,0.709,0.542,0.473,0.181,21
sj,2016,48,25.22,8.26,22.09,296.37,0.584,0.244,0.374,0.727,19
sj,2016,49,28.11,6.55,34.01,299.26,0.655,0.148,0.432,0.492,21
sj,2016,50,32.39,9.0,45.61,303.54,0.685,0.675,0.69,0.44,34
sj,2016,51,31.29,7.37,13.62,302.44,0.698,0.718,0.426,0.153,21
sj,2016,52,31.71,7.54,39.14,302.86,0.147,0.714,0.373,0.479,24
sj,2017,1,26.18,8.21,64.0,297.33,0.403,0.798,0.491,0.325,21
sj,2017,2,26.09,6.81,27.51,297.24,0.359,0.425,0.606,0.56,20
sj,2017,3,29.95,6.86,35.97,301.1,0.663,0.641,0.484,0.147,22
sj,2017,4,29.37,9.46,54.09,300.52,0.662,0.463,0.198,0.57,29
sj,2017,5,32.21,8.7,31.14,303.36,0.723,0.625,0.736,0.631,22
sj,2017,6,33.1,9.07,43.81,304.25,0.543,0.21,0.432,0.601,30
sj,2017,7,25.46,7.35,18.21,296.61,0.25,0.397,0.735,0.455,16
sj,2017,8,25.28,9.52,50.22,296.43,0.657,0.29,0.585,0.285,29
sj,2017,9,28.52,8.55,16.49,299.67,0.234,0.586,0.253,0.517,18
sj,2017,10,30.54,6.77,51.05,301.69,0.633,0.231,0.162,0.589,26
sj,2017,11,24.97,6.04,46.99,296.12,0.127,0.567,0.326,0.729,13
sj,2017,12,27.01,8.73,46.7,298.16,0.274,0.504,0.147,0.166,25
sj,2017,13,30.27,8.61,19.67,301.42,0.116,0.352,0.649,0.496,22
sj,2017,14,31.25,6.69,52.44,302.4,0.634,0.127,0.686,0.534,30
sj,2017,15,34.04,9.02,44.99,305.19,0.507,0.793,0.63,0.41,31
sj,2017,16,25.54,9.53,50.0,296.69,0.75,0.75,0.339,0.469,17
sj,2017,17,29.88,8.89,28.15,301.03,0.418,0.572,0.574,0.361,24
sj,2017,18,33.89,8.0,60.23,305.04,0.293,0.209,0.545,0.52,32
sj,2017,19,29.69,7.12,79.74,300.84,0.686,0.219,0.113,0.645,22
sj,2017,20,32.66,8.85,48.3,303.81,0.773,0.475,0.442,0.381,28
sj,2017,21,28.72,6.85,47.73,299.87,0.508,0.515,0.348,0.136,21
sj,2017,22,27.78,7.55,43.9,298.93,0.717,0.718,0.561,0.248,19
sj,2017,23,29.89,7.2,57.91,301.04,0.798,0.121,0.728,0.536,20
sj,2017,24,27.9,8.45,29.67,299.05,0.783,0.672,0.697,0.757,22
sj,2017,25,27.38,7.25,36.46,298.53,0.288,0.171,0.217,0.203,14
sj,2017,26,27.81,8.48,57.49,298.96,0.328,0.31,0.263,0.191,21
sj,2017,27,25.69,6.7,30.88,296.84,0.247,0.666,0.203,0.34,21
sj,2017,28,27.91,7.15,51.46,299.06,0.663,0.196,0.506,0.454,14
sj,2017,29,29.05,7.0,38.09,300.2,0.158,0.422,0.315,0.676,13
sj,2017,30,27.65,7.36,74.78,298.8,0.502,0.567,0.644,0.704,22
sj,2017,31,29.18,6.07,34.42,300.33,0.237,0.443,0.619,0.445,25
sj,2017,32,31.74,7.94,59.03,302.89,0.385,0.33,0.418,0.634,23
sj,2017,33,27.27,7.7,78.08,298.42,0.443,0.551,0.261,0.487,32
sj,2017,34,32.43,6.83,44.34,303.58,0.23,0.295,0.253,0.228,18
sj,2017,35,26.36,8.83,17.9,297.51,0.362,0.658,0.357,0.161,23
sj,2017,36,31.54,8.19,29.38,302.69,0.571,0.254,0.253,0.712,26
sj,2017,37,25.48,7.11,50.7,296.63,0.625,0.206,0.421,0.346,28
sj,2017,38,27.91,7.09,21.27,299.06,0.267,0.736,0.428,0.426,18
sj,2017,39,26.18,8.46,0.0,297.33,0.518,0.8,0.639,0.379,18
sj,2017,40,26.84,8.38,42.83,297.99,0.531,0.737,0.457,0.451,12
sj,2017,41,21.75,9.72,34.25,292.9,0.117,0.414,0.266,0.135,24
sj,2017,42,26.29,8.33,9.66,297.44,0.221,0.366,0.661,0.374,25
sj,2017,43,26.39,8.36,25.38,297.54,0.574,0.496,0.75,0.371,26
sj,2017,44,28.29,9.3,25.62,299.44,0.342,0.121,0.773,0.568,27
sj,2017,45,27.65,8.21,71.56,298.8,0.322,0.694,0.763,0.719,30
sj,2017,46,25.33,8.96,57.52,296.48,0.793,0.318,0.338,0.155,31
sj,2017,47,23.08,7.61,59.93,294.23,0.755,0.23,0.361,0.75,20
sj,2017,48,28.97,6.85,41.7,300.12,0.273,0.43,0.563,0.626,7
sj,2017,49,29.4,9.52,21.02,300.55,0.382,0.719,0.727,0.736,33
sj,2017,50,31.41,6.89,23.51,302.56,0.229,0.339,0.401,0.682,19
sj,2017,51,29.06,7.43,3.59,300.21,0.445,0.31,0.517,0.404,22
sj,2017,52,30.73,8.11,65.27,301.88,0.561,0.752,0.675,0.497,21
sj,2018,1,30.2,8.29,6.9,301.35,0.108,0.679,0.661,0.173,17
sj,2018,2,24.61,10.41,70.33,295.76,0.123,0.561,0.473,0.172,29
sj,2018,3,28.77,6.76,46.68,299.92,0.673,0.788,0.282,0.779,21
sj,2018,4,22.28,7.14,31.73,293.43,0.259,0.53,0.277,0.504,29
sj,2018,5,31.25,7.53,38.13,302.4,0.346,0.354,0.664,0.33,30
sj,2018,6,23.44,5.17,30.98,294.59,0.367,0.666,0.677,0.369,21
sj,2018,7,22.39,7.61,43.81,293.54,0.472,0.123,0.433,0.385,23
sj,2018,8,29.36,7.02,41.18,300.51,0.6,0.148,0.392,0.181,25
sj,2018,9,29.83,8.16,28.27,300.98,0.348,0.485,0.382,0.684,24
sj,2018,10,29.28,9.2,12.57,300.43,0.174,0.348,0.389,0.573,20
sj,2018,11,26.33,8.2,15.96,297.48,0.21,0.679,0.129,0.393,19
sj,2018,12,23.46,8.32,75.1,294.61,0.771,0.254,0.72,0.754,24
sj,2018,13,28.68,8.69,14.61,299.83,0.627,0.472,0.574,0.4,31
sj,2018,14,30.33,8.55,44.68,301.48,0.478,0.691,0.402,0.365,23
sj,2018,15,27.44,8.31,38.87,298.59,0.46,0.316,0.501,0.328,29
sj,2018,16,27.72,8.42,22.72,298.87,0.57,0.664,0.763,0.38,29
sj,2018,17,25.88,8.86,72.99,297.03,0.582,0.184,0.757,0.227,30
sj,2018,18,24.12,8.57,49.01,295.27,0.392,0.212,0.22,0.393,13
sj,2018,19,29.17,8.25,36.11,300.32,0.17,0.112,0.563,0.522,20
sj,2018,20,26.55,7.39,49.82,297.7,0.749,0.394,0.135,0.128,21
sj,2018,21,22.27,9.32,41.45,293.42,0.108,0.651,0.315,0.128,21
sj,2018,22,22.81,9.49,40.83,293.96,0.293,0.597,0.29,0.733,25
sj,2018,23,30.54,5.87,38.02,301.69,0.683,0.664,0.257,0.258,18
sj,2018,24,27.67,7.1,56.84,298.82,0.158,0.248,0.627,0.136,21
sj,2018,25,19.28,7.63,19.23,290.43,0.471,0.213,0.5,0.664,11
sj,2018,26,26.18,8.46,30.82,297.33,0.353,0.386,0.576,0.14,19
sj,2018,27,27.71,7.58,21.09,298.86,0.549,0.282,0.72,0.727,24
sj,2018,28,24.99,7.25,10.66,296.14,0.571,0.678,0.571,0.677,17
sj,2018,29,24.69,7.67,24.4,295.84,0.57,0.289,0.157,0.795,27
sj,2018,30,30.68,9.83,31.81,301.83,0.427,0.534,0.388,0.399,29
sj,2018,31,30.14,6.12,32.55,301.29,0.754,0.582,0.676,0.489,23
sj,2018,32,25.14,7.32,24.55,296.29,0.706,0.172,0.188,0.785,25
sj,2018,33,30.7,8.45,63.67,301.85,0.516,0.522,0.578,0.503,19
sj,2018,34,23.03,7.48,25.29,294.18,0.585,0.263,0.538,0.623,24
sj,2018,35,28.85,7.01,23.06,300.0,0.435,0.75,0.332,0.426,28
sj,2018,36,24.79,9.91,14.39,295.94,0.307,0.565,0.776,0.135,24
sj,2018,37,28.55,8.94,40.25,299.7,0.149,0.163,0.521,0.339,38
sj,2018,38,27.48,8.77,48.83,298.63,0.305,0.468,0.588,0.73,20
sj,2018,39,29.92,9.06,47.35,301.07,0.307,0.101,0.29,0.253,26
sj,2018,40,31.56,9.44,35.24,302.71,0.61,0.326,0.566,0.49,25
sj,2018,41,25.37,7.62,44.63,296.52,0.172,0.381,0.61,0.646,25
sj,2018,42,25.25,9.36,63.4,296.4,0.77,0.496,0.46,0.16,25
sj,2018,43,21.54,8.88,8.77,292.69,0.268,0.166,0.32,0.168,28
sj,2018,44,32.26,5.51,65.54,303.41,0.329,0.314,0.382,0.571,25
sj,2018,45,24.54,9.14,46.77,295.69,0.19,0.505,0.585,0.59,19
sj,2018,46,29.6,8.36,75.22,300.75,0.533,0.231,0.118,0.299,26
sj,2018,47,34.26,6.99,32.77,305.41,0.188,0.774,0.176,0.435,25
sj,2018,48,31.37,10.32,43.92,302.52,0.481,0.264,0.546,0.674,22
sj,2018,49,27.99,7.41,18.16,299.14,0.315,0.53,0.729,0.667,25
sj,2018,50,32.77,8.57,67.99,303.92,0.426,0.233,0.591,0.49,20
sj,2018,51,30.12,7.76,19.47,301.27,0.573,0.377,0.629,0.418,28
sj,2018,52,30.04,7.86,29.61,301.19,0.509,0.779,0.364,0.143,21
sj,2019,1,28.24,5.87,49.16,299.39,0.798,0.416,0.348,0.38,16
sj,2019,2,22.62,6.64,25.82,293.77,0.554,0.143,0.67,0.758,29
sj,2019,3,29.2,8.13,38.45,300.35,0.521,0.507,0.381,0.337,17
sj,2019,4,27.16,7.04,50.12,298.31,0.246,0.141,0.487,0.517,19
sj,2019,5,28.64,9.03,62.12,299.79,0.478,0.155,0.496,0.736,22
sj,2019,6,23.27,7.2,38.52,294.42,0.403,0.517,0.156,0.758,20
sj,2019,7,29.52,9.49,85.43,300.67,0.68,0.648,0.294,0.759,25
sj,2019,8,29.31,5.47,53.64,300.46,0.571,0.437,0.667,0.765,22
sj,2019,9,25.98,7.6,79.83,297.13,0.367,0.138,0.52,0.732,20
sj,2019,10,24.12,7.47,27.85,295.27,0.674,0.678,0.512,0.347,20
sj,2019,11,28.76,9.38,48.88,299.91,0.649,0.519,0.39,0.771,30
sj,2019,12,34.82,8.89,51.47,305.97,0.5,0.229,0.142,0.523,20
sj,2019,13,28.42,9.59,53.91,299.57,0.156,0.409,0.214,0.229,20
sj,2019,14,26.57,6.74,37.45,297.72,0.458,0.438,0.368,0.687,18
sj,2019,15,28.06,6.83,73.91,299.21,0.715,0.491,0.772,0.134,33
sj,2019,16,28.53,6.66,31.76,299.68,0.762,0.69,0.308,0.154,22
sj,2019,17,27.73,7.92,41.05,298.88,0.272,0.351,0.793,0.579,17
sj,2019,18,30.93,5.89,63.07,302.08,0.388,0.443,0.391,0.117,30
sj,2019,19,24.97,7.48,70.6,296.12,0.321,0.375,0.266,0.168,26
sj,2019,20,29.49,7.46,50.23,300.64,0.433,0.746,0.151,0.296,33
sj,2019,21,31.54,7.37,40.9,302.69,0.257,0.38,0.387,0.785,24
sj,2019,22,29.5,7.47,64.42,300.65,0.394,0.505,0.683,0.663,20
sj,2019,23,25.61,8.42,65.59,296.76,0.382,0.464,0.798,0.195,13
sj,2019,24,25.1,9.63,28.36,296.25,0.568,0.439,0.393,0.35,17
sj,2019,25,32.49,9.86,37.93,303.64,0.487,0.499,0.247,0.62,20
sj,2019,26,27.85,7.84,46.62,299.0,0.283,0.586,0.497,0.657,30
sj,2019,27,30.06,9.47,17.77,301.21,0.283,0.393,0.52,0.46,24
sj,2019,28,22.48,7.97,52.81,293.63,0.222,0.43,0.164,0.538,22
sj,2019,29,21.43,9.19,59.17,292.58,0.237,0.116,0.703,0.504,23
sj,2019,30,28.67,8.9,34.05,299.82,0.625,0.739,0.5,0.227,30
sj,2019,31,25.5,7.36,23.69,296.65,0.489,0.512,0.399,0.531,15
sj,2019,32,28.21,6.71,26.09,299.36,0.38,0.668,0.11,0.555,16
sj,2019,33,31.21,8.6,86.07,302.36,0.564,0.575,0.752,0.798,19
sj,2019,34,25.08,9.01,46.72,296.23,0.279,0.254,0.197,0.701,22
sj,2019,35,34.15,8.0,55.64,305.3,0.632,0.319,0.387,0.247,22
sj,2019,36,28.1,8.11,36.42,299.25,0.647,0.636,0.584,0.776,25
sj,2019,37,25.04,7.72,63.9,296.19,0.503,0.245,0.453,0.319,27
sj,2019,38,33.69,7.05,23.31,304.84,0.384,0.288,0.239,0.648,27
sj,2019,39,27.29,8.74,48.43,298.44,0.692,0.228,0.769,0.364,25
sj,2019,40,26.51,7.82,20.2,297.66,0.274,0.322,0.666,0.713,21
sj,2019,41,30.35,7.57,48.16,301.5,0.203,0.583,0.762,0.578,26
sj,2019,42,28.02,5.91,43.21,299.17,0.184,0.318,0.662,0.703,32
sj,2019,43,31.58,6.74,54.63,302.73,0.762,0.319,0.701,0.192,26
sj,2019,44,31.09,8.87,17.14,302.24,0.711,0.218,0.138,0.602,28
sj,2019,45,31.58,7.92,17.61,302.73,0.686,0.484,0.232,0.604,21
sj,2019,46,35.46,8.26,65.51,306.61,0.681,0.597,0.174,0.687,26
sj,2019,47,31.65,9.06,57.44,302.8,0.608,0.179,0.385,0.72,24
sj,2019,48,31.2,9.45,21.67,302.35,0.759,0.309,0.643,0.375,20
sj,2019,49,29.27,8.04,11.28,300.42,0.341,0.464,0.408,0.716,15
sj,2019,50,37.73,10.31,36.37,308.88,0.564,0.517,0.391,0.396,27
sj,2019,51,26.13,8.58,49.94,297.28,0.393,0.421,0.28,0.626,29
sj,2019,52,21.94,8.15,55.86,293.09,0.342,0.138,0.243,0.393,21
sj,2020,1,25.86,8.52,46.43,297.01,0.401,0.183,0.459,0.344,24
sj,2020,2,32.29,6.53,28.28,303.44,0.125,0.796,0.263,0.138,24
sj,2020,3,31.76,7.55,26.15,302.91,0.573,0.456,0.703,0.706,13
sj,2020,4,28.83,7.98,46.44,299.98,0.628,0.274,0.477,0.794,23
sj,2020,5,25.07,9.3,53.29,296.22,0.336,0.679,0.1,0.315,21
sj,2020,6,25.65,7.24,4.58,296.8,0.392,0.364,0.713,0.734,22
sj,2020,7,21.77,7.91,36.99,292.92,0.309,0.324,0.215,0.648,19
sj,2020,8,28.95,7.11,43.62,300.1,0.154,0.769,0.273,0.702,29
sj,2020,9,28.77,7.76,40.16,299.92,0.639,0.754,0.736,0.674,21
sj,2020,10,27.51,8.21,20.13,298.66,0.364,0.375,0.481,0.212,17
sj,2020,11,25.32,8.51,40.69,296.47,0.658,0.618,0.552,0.209,13
sj,2020,12,25.43,8.1,14.71,296.58,0.128,0.292,0.769,0.768,12
sj,2020,13,26.85,7.88,32.05,298.0,0.763,0.199,0.634,0.176,16
sj,2020,14,27.87,8.18,26.6,299.02,0.539,0.234,0.202,0.757,28
sj,2020,15,31.55,8.48,35.95,302.7,0.32,0.545,0.349,0.204,22
sj,2020,16,31.71,8.38,20.64,302.86,0.238,0.266,0.31,0.55,22
sj,2020,17,32.83,8.83,61.82,303.98,0.243,0.428,0.661,0.226,24
sj,2020,18,31.89,6.89,32.69,303.04,0.527,0.269,0.371,0.156,22
sj,2020,19,26.64,7.21,39.86,297.79,0.186,0.315,0.748,0.213,21
sj,2020,20,28.96,9.65,42.8,300.11,0.474,0.237,0.216,0.742,30
sj,2020,21,24.71,6.52,25.21,295.86,0.766,0.617,0.518,0.717,26
sj,2020,22,23.4,7.8,46.03,294.55,0.397,0.339,0.773,0.411,23
sj,2020,23,21.41,7.84,42.86,292.56,0.634,0.668,0.339,0.404,25
sj,2020,24,26.82,9.0,67.87,297.97,0.664,0.692,0.377,0.136,28
sj,2020,25,33.01,7.06,72.3,304.16,0.35,0.544,0.23,0.625,23
sj,2020,26,23.75,8.22,60.19,294.9,0.438,0.251,0.777,0.601,19
sj,2020,27,27.74,8.55,58.99,298.89,0.468,0.595,0.277,0.413,24
sj,2020,28,27.21,7.66,59.21,298.36,0.485,0.207,0.61,0.52,26
sj,2020,29,30.66,8.76,41.2,301.81,0.339,0.554,0.148,0.728,26
sj,2020,30,26.95,7.23,47.58,298.1,0.376,0.431,0.698,0.338,28
sj,2020,31,29.61,8.43,34.4,300.76,0.216,0.595,0.475,0.545,17
sj,2020,32,26.26,7.39,38.14,297.41,0.492,0.701,0.567,0.405,20
sj,2020,33,28.15,8.77,27.84,299.3,0.312,0.473,0.495,0.52,25
sj,2020,34,26.81,6.9,46.95,297.96,0.609,0.746,0.634,0.514,22
sj,2020,35,29.7,6.95,67.25,300.85,0.443,0.47,0.334,0.464,32
sj,2020,36,29.66,7.45,78.47,300.81,0.406,0.294,0.491,0.343,21
sj,2020,37,21.8,8.03,0.0,292.95,0.744,0.108,0.487,0.618,17
sj,2020,38,25.41,7.97,40.36,296.56,0.53,0.266,0.438,0.4,24
sj,2020,39,26.54,8.63,40.45,297.69,0.638,0.143,0.504,0.183,16
sj,2020,40,27.76,7.42,30.38,298.91,0.395,0.128,0.414,0.504,25
sj,2020,41,22.44,8.78,26.43,293.59,0.357,0.17,0.637,0.776,20
sj,2020,42,32.8,8.8,57.24,303.95,0.419,0.437,0.63,0.297,19
sj,2020,43,29.55,7.78,39.55,300.7,0.739,0.527,0.482,0.275,20
sj,2020,44,30.8,7.58,54.01,301.95,0.17,0.111,0.775,0.364,38
sj,2020,45,25.79,8.18,49.21,296.94,0.503,0.188,0.507,0.636,24
sj,2020,46,30.89,7.76,55.0,302.04,0.536,0.192,0.317,0.241,26
sj,2020,47,28.57,8.3,16.22,299.72,0.229,0.63,0.432,0.258,27
sj,2020,48,26.66,8.11,32.74,297.81,0.204,0.789,0.246,0.191,12
sj,2020,49,29.9,7.3,73.57,301.05,0.115,0.124,0.412,0.672,15
sj,2020,50,30.58,8.08,62.79,301.73,0.194,0.755,0.626,0.759,23
sj,2020,51,24.7,9.42,37.73,295.85,0.333,0.591,0.636,0.751,24
sj,2020,52,29.79,7.41,37.36,300.94,0.371,0.298,0.313,0.788,23
sj,2021,1,32.05,8.89,38.75,303.2,0.661,0.404,0.709,0.226,26
sj,2021,2,31.44,7.22,71.18,302.59,0.411,0.62,0.26,0.141,17
sj,2021,3,27.27,6.11,30.9,298.42,0.38,0.14,0.508,0.719,15
sj,2021,4,28.92,6.9,22.38,300.07,0.591,0.388,0.453,0.105,30
sj,2021,5,31.21,9.27,37.78,302.36,0.785,0.395,0.451,0.737,23
sj,2021,6,29.86,9.64,47.63,301.01,0.42,0.433,0.37,0.777,27
sj,2021,7,26.46,8.24,38.79,297.61,0.148,0.485,0.392,0.714,28
sj,2021,8,29.58,7.52,27.0,300.73,0.78,0.459,0.304,0.429,23
sj,2021,9,26.7,8.79,34.05,297.85,0.309,0.646,0.43,0.259,22
sj,2021,10,26.55,7.03,36.49,297.7,0.792,0.44,0.225,0.724,24
sj,2021,11,33.44,7.66,45.57,304.59,0.297,0.229,0.128,0.115,22
sj,2021,12,26.56,8.36,86.98,297.71,0.4,0.119,0.648,0.107,22
sj,2021,13,29.19,8.26,65.68,300.34,0.434,0.372,0.721,0.726,13
sj,2021,14,31.29,6.43,0.0,302.44,0.295,0.771,0.2,0.506,23
sj,2021,15,25.04,7.03,42.21,296.19,0.158,0.208,0.408,0.457,18
sj,2021,16,25.43,6.87,34.87,296.58,0.777,0.761,0.334,0.5,18
sj,2021,17,28.14,8.56,77.13,299.29,0.613,0.797,0.301,0.477,23
sj,2021,18,20.82,8.84,39.89,291.97,0.522,0.259,0.481,0.586,27
sj,2021,19,28.83,8.01,8.58,299.98,0.641,0.219,0.369,0.343,28
sj,2021,20,32.31,7.65,69.07,303.46,0.504,0.339,0.667,0.267,25
sj,2021,21,28.08,6.46,43.29,299.23,0.412,0.777,0.5,0.704,33
sj,2021,22,28.63,6.91,44.68,299.78,0.603,0.36,0.165,0.421,27
sj,2021,23,30.99,7.71,55.19,302.14,0.777,0.41,0.325,0.468,23
sj,2021,24,24.64,8.93,37.36,295.79,0.347,0.321,0.444,0.325,20
sj,2021,25,26.2,7.03,38.64,297.35,0.411,0.504,0.788,0.269,23
sj,2021,26,31.48,8.97,24.42,302.63,0.574,0.145,0.517,0.618,25
sj,2021,27,29.53,7.57,10.32,300.68,0.194,0.767,0.151,0.239,20
sj,2021,28,31.62,6.47,18.9,302.77,0.303,0.267,0.249,0.388,22
sj,2021,29,25.08,8.7,13.85,296.23,0.784,0.768,0.66,0.269,13
sj,2021,30,27.41,7.54,40.89,298.56,0.644,0.701,0.691,0.352,14
sj,2021,31,24.62,9.13,43.09,295.77,0.107,0.386,0.331,0.585,21
sj,2021,32,25.71,9.04,28.09,296.86,0.412,0.609,0.585,0.791,27
sj,2021,33,30.04,6.85,55.09,301.19,0.209,0.626,0.498,0.292,24
sj,2021,34,21.81,7.68,58.82,292.96,0.499,0.542,0.463,0.136,23
sj,2021,35,27.86,6.42,21.19,299.01,0.453,0.326,0.281,0.425,18
sj,2021,36,29.21,8.72,44.54,300.36,0.666,0.637,0.18,0.551,23
sj,2021,37,28.83,9.2,28.07,299.98,0.47,0.124,0.547,0.157,34
sj,2021,38,22.77,7.45,18.16,293.92,0.584,0.657,0.214,0.173,20
sj,2021,39,20.89,10.04,45.91,292.04,0.708,0.68,0.538,0.153,19
sj,2021,40,26.18,7.6,26.27,297.33,0.76,0.527,0.684,0.597,14
sj,2021,41,28.97,7.47,56.79,300.12,0.339,0.798,0.284,0.295,17
sj,2021,42,31.24,8.94,49.75,302.39,0.553,0.19,0.555,0.788,31
sj,2021,43,27.62,8.85,37.7,298.77,0.678,0.591,0.422,0.139,22
sj,2021,44,24.82,5.5,44.01,295.97,0.318,0.468,0.146,0.781,23
sj,2021,45,26.95,5.78,67.39,298.1,0.564,0.601,0.288,0.321,16
sj,2021,46,29.05,7.16,42.05,300.2,0.709,0.724,0.414,0.422,20
sj,2021,47,28.68,7.44,28.94,299.83,0.395,0.687,0.714,0.27,25
sj,2021,48,23.93,8.22,51.04,295.08,0.134,0.691,0.407,0.34,26
sj,2021,49,25.37,8.1,49.61,296.52,0.231,0.232,0.229,0.14,30
sj,2021,50,31.45,8.3,65.35,302.6,0.329,0.345,0.517,0.292,27
sj,2021,51,31.57,9.85,56.86,302.72,0.244,0.347,0.188,0.191,32
sj,2021,52,30.55,8.42,42.15,301.7,0.229,0.174,0.669,0.505,26
sj,2022,1,31.88,8.54,56.92,303.03,0.139,0.623,0.696,0.3,28
sj,2022,2,23.82,9.05,16.11,294.97,0.599,0.223,0.265,0.446,23
sj,2022,3,29.26,7.42,57.62,300.41,0.203,0.552,0.263,0.21,24
sj,2022,4,30.57,9.68,23.9,301.72,0.414,0.384,0.789,0.305,30
sj,2022,5,25.12,6.65,8.33,296.27,0.741,0.286,0.727,0.172,21
sj,2022,6,30.07,8.27,53.16,301.22,0.574,0.311,0.232,0.313,24
sj,2022,7,27.47,7.09,31.65,298.62,0.191,0.55,0.238,0.168,23
sj,2022,8,26.54,9.07,49.93,297.69,0.574,0.578,0.54,0.286,34
sj,2022,9,27.84,7.45,43.36,298.99,0.683,0.794,0.215,0.584,27
sj,2022,10,30.23,7.36,44.33,301.38,0.737,0.368,0.541,0.401,22
sj,2022,11,22.54,7.4,47.4,293.69,0.277,0.147,0.288,0.739,24
sj,2022,12,32.18,8.84,57.46,303.33,0.12,0.363,0.539,0.202,21
sj,2022,13,26.39,8.66,18.6,297.54,0.517,0.175,0.112,0.737,31
sj,2022,14,30.38,7.43,57.05,301.53,0.776,0.741,0.452,0.657,18
sj,2022,15,26.21,7.7,56.18,297.36,0.365,0.162,0.34,0.787,20
sj,2022,16,24.47,9.82,28.67,295.62,0.149,0.14,0.184,0.507,27
sj,2022,17,27.98,8.78,36.23,299.13,0.596,0.612,0.222,0.353,29
sj,2022,18,26.16,8.2,50.92,297.31,0.797,0.432,0.671,0.402,12
sj,2022,19,29.27,9.31,35.68,300.42,0.523,0.541,0.392,0.201,29
sj,2022,20,26.96,8.49,53.73,298.11,0.324,0.454,0.214,0.772,20
sj,2022,21,32.33,7.49,41.12,303.48,0.419,0.463,0.105,0.396,22
sj,2022,22,26.64,9.73,22.25,297.79,0.669,0.512,0.248,0.266,27
sj,2022,23,31.29,8.43,9.1,302.44,0.707,0.568,0.414,0.442,20
sj,2022,24,29.57,6.78,0.0,300.72,0.496,0.742,0.661,0.416,6
sj,2022,25,29.91,9.62,12.15,301.06,0.425,0.272,0.74,0.335,24
sj,2022,26,28.14,8.62,54.07,299.29,0.191,0.363,0.169,0.536,35
sj,2022,27,32.45,7.72,28.69,303.6,0.384,0.749,0.597,0.393,21
sj,2022,28,25.43,8.04,53.05,296.58,0.177,0.776,0.222,0.554,15
sj,2022,29,30.47,7.04,53.86,301.62,0.53,0.725,0.155,0.332,29
sj,2022,30,32.41,7.3,19.26,303.56,0.267,0.297,0.388,0.264,26
sj,2022,31,27.75,8.24,59.03,298.9,0.203,0.212,0.653,0.531,27
sj,2022,32,28.38,7.53,20.14,299.53,0.639,0.668,0.38,0.763,14
sj,2022,33,32.22,7.52,59.11,303.37,0.735,0.161,0.756,0.678,24
sj,2022,34,26.17,8.59,48.19,297.32,0.302,0.767,0.135,0.205,25
