city,year,weekofyear,station_avg_temp_c,reanalysis_specific_humidity_g_per_kg,station_precip_mm,reanalysis_dew_point_temp_k,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,total_cases
sj,2006,17,28.4,6.42,28.49,297.7,0.782,0.799,0.523,0.432,22
sj,2006,18,32.68,8.09,33.99,301.64,0.558,0.197,0.712,0.638,27
sj,2006,19,29.78,7.66,65.71,300.94,0.584,0.639,0.525,0.472,27
sj,2006,20,28.1,9.75,54.81,297.65,0.828,0.789,0.667,0.557,17
sj,2006,21,26.4,7.16,83.13,299.53,0.386,0.479,0.424,0.181,16
sj,2006,22,29.91,6.85,34.06,299.48,0.223,0.629,0.696,0.271,23
sj,2006,23,22.23,7.23,54.31,293.48,0.269,0.348,0.453,0.46,20
sj,2006,24,24.79,8.81,48.76,294.63,0.794,0.567,0.486,0.633,20
sj,2006,25,29.56,8.67,67.75,301.58,0.462,0.728,0.33,0.671,16
sj,2006,26,22.18,7.16,41.04,294.77,0.293,0.659,0.155,0.674,23
sj,2006,27,31.29,8.26,5.24,302.6,0.463,0.685,0.319,0.703,19
sj,2006,28,20.42,6.75,61.89,291.93,0.429,0.315,0.198,0.476,15
sj,2006,29,32.27,7.96,1.91,301.88,0.768,0.552,0.621,0.374,17
sj,2006,30,20.66,8.63,26.63,292.67,0.727,0.601,0.52,0.764,20
sj,2006,31,23.4,9.43,61.22,293.79,0.412,0.542,0.146,0.717,16
sj,2006,32,24.99,7.25,45.24,296.72,0.232,0.139,0.667,0.363,18
sj,2006,33,32.71,8.36,5.24,304.35,0.252,0.338,0.162,0.219,21
sj,2006,34,23.57,5.22,43.49,294.9,0.61,0.28,0.415,0.258,13
sj,2006,35,27.24,9.94,9.41,298.59,0.359,0.693,0.759,0.342,21
sj,2006,36,24.49,10.49,24.31,295.07,0.465,0.238,0.171,0.361,30
sj,2006,37,26.28,8.47,0.0,298.9,0.507,0.664,0.418,0.325,10
sj,2006,38,18.59,8.53,64.79,289.04,0.215,0.348,0.603,0.429,18
sj,2006,39,25.31,5.95,28.41,297.8,0.7,0.821,0.287,0.632,27
sj,2006,40,31.69,7.03,69.19,302.89,0.644,0.697,0.431,0.258,23
sj,2006,41,22.37,7.51,35.37,293.92,0.25,0.164,0.484,0.438,22
sj,2006,42,19.06,7.66,47.2,290.74,0.224,0.841,0.345,0.166,14
sj,2006,43,23.25,7.6,19.17,294.96,0.573,0.805,0.821,0.611,23
sj,2006,44,36.51,9.12,52.96,307.57,0.821,0.164,0.727,0.8,21
sj,2006,45,21.75,6.03,33.74,292.01,0.624,0.266,0.344,0.117,13
sj,2006,46,25.43,7.17,46.76,297.25,0.305,0.112,0.255,0.334,15
sj,2006,47,27.82,7.84,36.16,299.67,0.699,0.526,0.203,0.523,12
sj,2006,48,27.13,7.8,16.61,298.98,0.731,0.676,0.571,0.504,21
sj,2006,49,19.65,6.59,0.0,291.43,0.566,0.41,0.453,0.318,16
sj,2006,50,24.87,6.74,30.55,296.78,0.582,0.589,0.556,0.819,20
sj,2006,51,27.59,5.36,23.9,299.5,0.308,0.375,0.393,0.553,16
sj,2006,52,29.71,8.4,24.01,299.52,0.121,0.607,0.358,0.812,19
sj,2007,1,25.72,5.24,44.38,295.01,0.253,0.184,0.19,0.849,19
sj,2007,2,33.12,6.91,23.08,305.82,0.786,0.635,0.448,0.831,19
sj,2007,3,23.01,7.24,42.53,295.14,0.565,0.333,0.4,0.2,15
sj,2007,4,24.78,6.87,28.86,297.08,0.71,0.761,0.51,0.715,20
sj,2007,5,30.93,7.42,29.73,301.75,0.489,0.509,0.595,0.423,18
sj,2007,6,34.57,7.29,15.63,307.15,0.502,0.721,0.204,0.782,24
sj,2007,7,25.65,7.86,81.26,296.88,0.357,0.587,0.473,0.17,13
sj,2007,8,23.03,5.88,26.29,294.27,0.257,0.168,0.757,0.321,18
sj,2007,9,28.86,6.08,76.07,298.29,0.842,0.81,0.18,0.397,19
sj,2007,10,21.89,6.91,4.7,291.77,0.473,0.219,0.424,0.208,28
sj,2007,11,24.05,9.19,43.09,296.43,0.141,0.205,0.47,0.589,12
sj,2007,12,21.14,5.8,0.0,291.23,0.265,0.45,0.843,0.847,10
sj,2007,13,19.91,7.22,0.0,293.51,0.355,0.235,0.637,0.368,22
sj,2007,14,24.1,5.92,0.0,295.0,0.221,0.559,0.298,0.229,26
sj,2007,15,21.59,8.3,35.31,293.63,0.166,0.641,0.266,0.245,16
sj,2007,16,27.41,8.82,44.91,298.76,0.46,0.779,0.483,0.366,23
sj,2007,17,22.65,8.34,65.93,293.75,0.716,0.432,0.665,0.201,27
sj,2007,18,25.74,7.01,35.65,294.88,0.812,0.602,0.51,0.436,19
sj,2007,19,22.02,6.25,19.55,292.14,0.189,0.692,0.311,0.621,25
sj,2007,20,27.25,7.2,53.61,299.18,0.122,0.405,0.587,0.53,16
sj,2007,21,21.5,8.03,64.92,291.75,0.505,0.792,0.504,0.563,11
sj,2007,22,30.05,7.21,18.76,299.94,0.264,0.342,0.543,0.566,18
sj,2007,23,22.65,8.9,44.04,294.05,0.634,0.646,0.786,0.489,17
sj,2007,24,24.72,7.51,39.88,296.23,0.542,0.749,0.338,0.463,26
sj,2007,25,21.1,6.95,49.68,292.85,0.699,0.781,0.648,0.57,17
sj,2007,26,26.37,7.32,34.22,296.08,0.632,0.697,0.393,0.497,20
sj,2007,27,27.6,6.85,49.3,299.12,0.287,0.503,0.429,0.455,22
sj,2007,28,26.98,8.78,18.7,297.5,0.493,0.31,0.745,0.397,22
sj,2007,29,25.12,7.31,30.99,297.69,0.822,0.63,0.847,0.321,24
sj,2007,30,30.43,8.53,36.95,301.21,0.644,0.196,0.625,0.463,30
sj,2007,31,35.11,7.57,15.87,305.07,0.161,0.643,0.514,0.727,20
sj,2007,32,28.26,7.71,15.55,301.26,0.254,0.705,0.179,0.561,24
sj,2007,33,28.24,8.17,18.93,299.93,0.624,0.368,0.437,0.185,22
sj,2007,34,23.42,8.38,10.0,294.92,0.236,0.111,0.351,0.215,15
sj,2007,35,30.07,6.58,43.74,301.15,0.832,0.125,0.649,0.68,13
sj,2007,36,25.42,11.64,42.13,296.18,0.721,0.457,0.482,0.639,17
sj,2007,37,24.42,9.25,44.4,294.73,0.212,0.24,0.498,0.735,12
sj,2007,38,20.67,5.91,48.33,290.48,0.766,0.312,0.713,0.614,18
sj,2007,39,30.25,8.23,36.84,300.65,0.747,0.259,0.132,0.404,28
sj,2007,40,30.82,7.6,0.0,304.32,0.197,0.772,0.217,0.782,23
sj,2007,41,28.31,6.3,66.94,298.61,0.402,0.434,0.542,0.5,24
sj,2007,42,28.16,10.04,69.74,299.06,0.194,0.515,0.358,0.805,24
sj,2007,43,28.22,7.34,32.0,300.75,0.801,0.691,0.74,0.398,26
sj,2007,44,39.08,6.07,17.77,310.65,0.144,0.656,0.73,0.79,15
sj,2007,45,30.92,8.22,40.11,302.29,0.483,0.709,0.196,0.193,23
sj,2007,46,21.81,6.6,40.55,292.93,0.49,0.724,0.237,0.151,21
sj,2007,47,27.93,5.3,15.24,300.06,0.465,0.656,0.282,0.506,24
sj,2007,48,29.47,6.69,23.06,299.82,0.313,0.189,0.484,0.224,22
sj,2007,49,33.38,7.97,25.33,305.29,0.491,0.34,0.269,0.454,20
sj,2007,50,32.77,6.64,18.0,303.79,0.489,0.59,0.37,0.429,17
sj,2007,51,27.8,7.19,18.51,300.63,0.115,0.305,0.451,0.547,28
sj,2007,52,26.0,7.81,87.29,297.49,0.657,0.213,0.293,0.681,22
sj,2008,1,25.89,7.44,50.33,296.49,0.56,0.271,0.544,0.384,16
sj,2008,2,22.27,6.97,61.13,293.89,0.724,0.379,0.532,0.526,24
sj,2008,3,28.31,6.47,38.79,298.99,0.758,0.784,0.182,0.444,19
sj,2008,4,23.76,7.93,12.66,292.65,0.59,0.595,0.496,0.351,14
sj,2008,5,21.89,6.6,56.1,292.68,0.345,0.827,0.231,0.213,14
sj,2008,6,17.25,8.66,46.21,288.23,0.586,0.13,0.472,0.591,18
sj,2008,7,29.5,4.86,0.0,300.52,0.693,0.281,0.748,0.31,24
sj,2008,8,28.89,7.04,27.92,300.65,0.847,0.18,0.304,0.368,21
sj,2008,9,21.35,7.8,36.65,292.04,0.564,0.445,0.198,0.398,17
sj,2008,10,25.67,9.02,21.67,297.07,0.758,0.192,0.186,0.325,19
sj,2008,11,25.34,6.46,65.9,296.8,0.68,0.738,0.65,0.518,24
sj,2008,12,21.98,8.37,39.27,291.74,0.59,0.461,0.477,0.168,13
sj,2008,13,29.39,6.99,55.45,299.14,0.367,0.306,0.835,0.289,25
sj,2008,14,21.69,8.01,35.48,294.24,0.288,0.66,0.677,0.643,15
sj,2008,15,26.85,7.96,33.67,299.08,0.515,0.532,0.328,0.757,15
sj,2008,16,22.73,7.86,16.24,295.67,0.467,0.156,0.608,0.693,21
sj,2008,17,25.83,8.02,40.73,297.04,0.277,0.473,0.647,0.252,19
sj,2008,18,22.12,7.89,0.67,292.79,0.84,0.589,0.625,0.341,23
sj,2008,19,29.19,6.66,75.04,301.09,0.606,0.45,0.342,0.315,16
sj,2008,20,23.01,7.61,58.87,294.96,0.579,0.775,0.182,0.567,25
sj,2008,21,27.27,7.33,36.87,299.46,0.344,0.303,0.586,0.14,18
sj,2008,22,27.16,9.65,0.0,298.3,0.455,0.129,0.305,0.846,28
sj,2008,23,27.09,5.28,10.83,298.8,0.195,0.193,0.413,0.753,26
sj,2008,24,29.98,6.69,17.79,301.49,0.441,0.162,0.534,0.406,26
sj,2008,25,28.58,6.62,42.96,299.5,0.595,0.207,0.184,0.199,31
sj,2008,26,25.59,9.47,42.78,297.18,0.742,0.646,0.454,0.283,19
sj,2008,27,26.59,9.05,27.62,298.21,0.833,0.433,0.357,0.38,15
sj,2008,28,32.18,7.79,27.68,304.09,0.559,0.776,0.525,0.245,20
sj,2008,29,26.18,7.44,48.93,297.21,0.3,0.559,0.153,0.352,25
sj,2008,30,33.96,6.99,18.35,304.56,0.357,0.278,0.782,0.659,26
sj,2008,31,25.83,7.58,56.15,298.82,0.684,0.314,0.154,0.127,20
sj,2008,32,19.74,6.42,5.56,291.2,0.373,0.462,0.793,0.509,17
sj,2008,33,22.66,7.43,15.87,293.98,0.594,0.527,0.261,0.632,20
sj,2008,34,25.66,6.46,36.76,296.19,0.423,0.161,0.307,0.592,27
sj,2008,35,29.18,9.72,15.32,297.77,0.613,0.468,0.113,0.306,32
sj,2008,36,29.2,6.37,7.62,301.96,0.669,0.428,0.257,0.135,20
sj,2008,37,20.0,7.27,20.18,292.26,0.534,0.488,0.611,0.481,26
sj,2008,38,25.62,8.79,35.2,297.57,0.514,0.636,0.306,0.599,23
sj,2008,39,24.61,6.53,48.79,296.18,0.782,0.545,0.325,0.612,23
sj,2008,40,24.57,7.84,38.87,292.97,0.217,0.759,0.419,0.306,19
sj,2008,41,21.77,7.89,26.83,292.76,0.682,0.251,0.649,0.704,13
sj,2008,42,29.6,8.48,33.81,300.48,0.309,0.479,0.765,0.304,26
sj,2008,43,21.08,6.24,0.0,293.1,0.577,0.425,0.283,0.622,18
sj,2008,44,29.42,6.32,21.34,300.75,0.373,0.212,0.548,0.552,19
sj,2008,45,30.24,5.7,75.02,301.59,0.85,0.269,0.31,0.432,19
sj,2008,46,22.6,5.93,33.21,293.78,0.694,0.474,0.316,0.235,24
sj,2008,47,20.72,7.51,84.53,292.45,0.263,0.19,0.449,0.391,28
sj,2008,48,27.4,8.52,23.81,298.12,0.392,0.221,0.307,0.76,20
sj,2008,49,20.69,9.87,19.88,291.27,0.668,0.572,0.691,0.288,20
sj,2008,50,16.57,9.76,31.32,288.3,0.744,0.14,0.546,0.838,17
sj,2008,51,23.4,6.96,28.86,295.83,0.271,0.656,0.278,0.835,15
sj,2008,52,23.06,5.08,9.55,295.41,0.219,0.219,0.465,0.283,14
sj,2009,1,29.47,8.58,50.77,299.89,0.57,0.153,0.338,0.755,23
sj,2009,2,30.85,5.74,18.91,301.47,0.783,0.268,0.333,0.22,19
sj,2009,3,26.35,6.42,26.69,299.65,0.105,0.741,0.628,0.367,21
sj,2009,4,24.22,8.62,49.46,295.9,0.264,0.597,0.675,0.225,24
sj,2009,5,32.37,7.29,64.48,304.08,0.253,0.645,0.248,0.318,23
sj,2009,6,31.02,7.87,23.86,300.09,0.759,0.572,0.576,0.557,21
sj,2009,7,22.15,6.88,32.63,292.53,0.135,0.494,0.561,0.249,25
sj,2009,8,25.79,7.84,59.32,296.61,0.337,0.398,0.284,0.849,17
sj,2009,9,27.29,9.29,61.42,299.13,0.519,0.19,0.713,0.306,22
sj,2009,10,19.32,8.34,11.16,290.84,0.327,0.209,0.791,0.485,19
sj,2009,11,27.42,7.47,56.11,299.7,0.44,0.479,0.838,0.267,21
sj,2009,12,17.5,8.23,12.4,287.99,0.413,0.139,0.8,0.41,20
sj,2009,13,21.56,7.1,43.49,292.53,0.358,0.373,0.846,0.517,21
sj,2009,14,28.25,8.85,17.19,299.98,0.117,0.561,0.719,0.438,16
sj,2009,15,27.1,6.91,55.68,296.69,0.665,0.802,0.188,0.795,22
sj,2009,16,29.12,7.56,12.68,300.01,0.424,0.516,0.514,0.131,20
sj,2009,17,27.7,6.52,42.55,299.63,0.265,0.458,0.756,0.475,11
sj,2009,18,22.26,6.89,5.24,294.3,0.339,0.797,0.348,0.726,24
sj,2009,19,25.52,7.3,55.62,294.78,0.455,0.263,0.147,0.103,18
sj,2009,20,28.85,6.57,0.0,298.88,0.194,0.411,0.587,0.65,19
sj,2009,21,29.62,6.24,34.93,301.78,0.135,0.231,0.136,0.244,22
sj,2009,22,26.29,7.54,8.79,298.24,0.75,0.117,0.498,0.771,21
sj,2009,23,23.29,8.96,23.05,294.39,0.831,0.432,0.358,0.665,20
sj,2009,24,29.39,6.68,10.4,299.9,0.115,0.139,0.797,0.155,13
sj,2009,25,20.26,9.94,42.62,291.88,0.437,0.381,0.128,0.32,12
sj,2009,26,22.21,6.27,13.06,294.97,0.432,0.203,0.103,0.245,14
sj,2009,27,24.96,8.23,30.3,295.87,0.57,0.238,0.181,0.428,21
sj,2009,28,23.17,8.28,39.28,292.9,0.59,0.482,0.251,0.177,24
sj,2009,29,27.05,7.6,11.59,298.22,0.757,0.552,0.417,0.42,16
sj,2009,30,23.67,8.06,30.45,291.96,0.137,0.346,0.752,0.788,25
sj,2009,31,26.19,9.13,51.54,296.46,0.649,0.818,0.327,0.84,19
sj,2009,32,32.47,7.71,12.37,302.92,0.556,0.349,0.436,0.747,25
sj,2009,33,24.27,6.35,86.49,295.23,0.169,0.516,0.56,0.644,18
sj,2009,34,25.76,11.1,8.07,297.14,0.419,0.288,0.36,0.579,18
sj,2009,35,28.05,7.89,49.26,300.61,0.165,0.576,0.748,0.131,16
sj,2009,36,24.09,6.38,5.3,293.59,0.674,0.657,0.285,0.221,17
sj,2009,37,28.96,6.84,24.07,300.65,0.355,0.132,0.752,0.537,18
sj,2009,38,18.09,9.12,44.8,290.25,0.785,0.665,0.593,0.588,19
sj,2009,39,34.18,6.75,29.03,304.45,0.207,0.775,0.763,0.814,22
sj,2009,40,29.29,8.77,38.51,303.68,0.548,0.588,0.611,0.292,25
sj,2009,41,31.91,8.44,3.61,303.55,0.242,0.278,0.684,0.164,17
sj,2009,42,28.13,6.32,32.38,297.77,0.448,0.425,0.409,0.334,18
sj,2009,43,28.36,6.71,0.0,299.63,0.21,0.515,0.647,0.366,15
sj,2009,44,29.63,7.86,44.48,299.84,0.242,0.645,0.451,0.123,34
sj,2009,45,35.71,7.62,71.55,306.12,0.105,0.799,0.584,0.813,26
sj,2009,46,33.22,7.66,27.22,305.72,0.169,0.722,0.253,0.808,17
sj,2009,47,30.29,8.41,68.25,299.51,0.303,0.72,0.364,0.503,22
sj,2009,48,32.51,9.93,14.64,304.19,0.498,0.234,0.584,0.244,16
sj,2009,49,29.57,7.88,63.29,300.91,0.206,0.489,0.172,0.574,18
sj,2009,50,25.88,6.82,42.4,298.02,0.849,0.119,0.1,0.363,18
sj,2009,51,24.28,7.34,22.46,295.57,0.659,0.334,0.597,0.278,17
sj,2009,52,26.02,9.64,53.76,297.48,0.291,0.228,0.48,0.185,19
sj,2010,1,25.0,8.69,65.63,295.48,0.503,0.451,0.345,0.183,16
sj,2010,2,32.42,5.79,0.0,302.74,0.311,0.786,0.33,0.249,20
sj,2010,3,24.75,8.38,1.91,295.91,0.323,0.555,0.377,0.101,30
sj,2010,4,29.11,9.04,21.62,301.19,0.829,0.566,0.603,0.441,18
sj,2010,5,29.77,6.06,30.54,300.88,0.327,0.35,0.603,0.212,30
sj,2010,6,19.97,7.88,7.84,292.14,0.597,0.217,0.246,0.759,12
sj,2010,7,25.98,5.9,53.19,297.07,0.837,0.608,0.738,0.664,23
sj,2010,8,25.2,6.46,78.94,295.32,0.526,0.321,0.467,0.56,20
sj,2010,9,28.23,7.31,8.42,299.24,0.786,0.41,0.531,0.456,21
sj,2010,10,24.81,6.93,46.84,295.57,0.143,0.548,0.422,0.632,17
sj,2010,11,26.07,9.2,55.19,298.01,0.554,0.152,0.432,0.334,23
sj,2010,12,25.17,6.85,54.59,296.67,0.144,0.328,0.416,0.235,19
sj,2010,13,21.64,6.61,36.85,291.84,0.136,0.522,0.394,0.698,22
sj,2010,14,19.84,6.76,24.82,290.58,0.763,0.434,0.543,0.37,15
sj,2010,15,22.78,8.52,30.99,292.52,0.414,0.112,0.496,0.198,15
sj,2010,16,25.83,7.7,43.93,295.82,0.561,0.752,0.371,0.512,21
sj,2010,17,28.41,6.06,33.37,301.23,0.751,0.38,0.23,0.538,20
sj,2010,18,28.24,6.74,30.68,299.56,0.509,0.179,0.501,0.742,24
sj,2010,19,35.96,8.04,1.9,306.33,0.718,0.173,0.147,0.669,24
sj,2010,20,24.63,5.62,50.53,296.9,0.679,0.513,0.837,0.615,13
sj,2010,21,27.96,9.3,8.63,298.56,0.673,0.148,0.151,0.767,23
sj,2010,22,27.57,8.05,43.01,298.53,0.611,0.772,0.217,0.814,23
sj,2010,23,27.51,7.39,3.47,298.45,0.691,0.773,0.61,0.151,24
sj,2010,24,27.89,10.54,39.74,299.7,0.28,0.14,0.16,0.783,21
sj,2010,25,33.67,5.1,72.98,302.05,0.701,0.757,0.282,0.495,19
sj,2010,26,28.34,7.01,0.0,300.18,0.847,0.846,0.449,0.75,17
sj,2010,27,26.18,7.97,0.0,298.1,0.715,0.618,0.199,0.186,23
sj,2010,28,26.67,7.95,41.11,297.56,0.41,0.554,0.67,0.523,21
sj,2010,29,28.09,6.83,44.65,299.27,0.485,0.156,0.609,0.637,21
sj,2010,30,29.4,6.86,82.38,300.17,0.622,0.734,0.641,0.23,20
sj,2010,31,22.42,9.67,26.21,293.3,0.603,0.324,0.35,0.59,20
sj,2010,32,18.61,7.17,63.61,290.36,0.383,0.35,0.303,0.526,17
sj,2010,33,22.81,8.54,0.0,294.35,0.846,0.748,0.118,0.288,19
sj,2010,34,29.19,7.52,114.5,300.49,0.585,0.651,0.605,0.349,28
sj,2010,35,26.13,9.14,36.06,296.94,0.19,0.216,0.224,0.458,22
sj,2010,36,30.53,8.2,51.34,302.2,0.689,0.82,0.469,0.132,19
sj,2010,37,27.3,8.84,63.71,297.58,0.488,0.736,0.121,0.683,15
sj,2010,38,28.27,6.79,83.18,299.07,0.204,0.698,0.449,0.761,24
sj,2010,39,28.34,7.43,62.76,302.03,0.497,0.304,0.298,0.546,26
sj,2010,40,19.85,6.08,22.05,290.94,0.66,0.327,0.521,0.227,23
sj,2010,41,30.5,6.31,44.8,303.92,0.514,0.28,0.395,0.592,27
sj,2010,42,30.47,7.13,25.57,300.66,0.298,0.143,0.601,0.376,24
sj,2010,43,29.53,8.43,24.67,300.96,0.581,0.51,0.156,0.601,19
sj,2010,44,25.18,5.23,47.69,297.3,0.28,0.68,0.315,0.566,24
sj,2010,45,22.75,7.29,0.0,294.83,0.266,0.667,0.359,0.22,20
sj,2010,46,27.92,9.23,53.32,300.03,0.375,0.132,0.384,0.813,21
sj,2010,47,20.18,6.49,28.13,292.11,0.382,0.536,0.712,0.746,22
sj,2010,48,27.93,6.77,0.0,298.79,0.741,0.687,0.743,0.67,23
sj,2010,49,26.09,5.96,62.76,296.74,0.717,0.658,0.812,0.834,27
sj,2010,50,25.76,8.44,73.84,297.28,0.188,0.793,0.23,0.376,20
sj,2010,51,25.0,8.92,35.64,295.93,0.313,0.265,0.419,0.44,18
sj,2010,52,32.87,7.21,36.32,303.16,0.509,0.737,0.269,0.121,10
sj,2011,1,28.11,7.88,36.46,299.4,0.402,0.216,0.401,0.349,27
sj,2011,2,20.96,6.35,32.42,293.01,0.138,0.11,0.237,0.708,18
sj,2011,3,19.66,6.11,6.96,291.58,0.125,0.53,0.162,0.172,21
sj,2011,4,30.9,5.31,56.08,301.16,0.187,0.562,0.555,0.829,20
sj,2011,5,27.71,7.25,38.24,297.95,0.248,0.734,0.726,0.422,15
sj,2011,6,30.89,6.54,32.88,302.16,0.814,0.409,0.672,0.39,16
sj,2011,7,26.01,7.03,20.89,296.61,0.356,0.15,0.338,0.284,14
sj,2011,8,25.35,6.92,39.52,296.01,0.285,0.818,0.243,0.237,19
sj,2011,9,26.9,9.44,40.08,296.66,0.588,0.68,0.345,0.789,24
sj,2011,10,21.99,5.79,30.29,293.55,0.173,0.438,0.132,0.103,26
sj,2011,11,30.1,5.69,61.61,301.09,0.589,0.552,0.445,0.359,21
sj,2011,12,23.42,8.53,0.0,294.92,0.369,0.379,0.423,0.128,19
sj,2011,13,28.18,6.53,53.94,301.46,0.297,0.567,0.558,0.73,15
sj,2011,14,23.87,8.5,31.04,294.28,0.212,0.445,0.842,0.479,19
sj,2011,15,28.58,6.86,8.7,299.49,0.317,0.124,0.735,0.124,24
sj,2011,16,28.0,9.47,43.84,299.79,0.622,0.247,0.427,0.433,17
sj,2011,17,27.16,7.6,0.0,300.37,0.334,0.439,0.425,0.781,20
sj,2011,18,21.59,6.21,0.69,293.52,0.602,0.729,0.524,0.58,13
sj,2011,19,23.92,8.06,60.43,296.07,0.823,0.562,0.384,0.725,16
sj,2011,20,32.97,7.87,39.37,303.86,0.183,0.462,0.284,0.764,17
sj,2011,21,23.2,8.03,71.3,293.03,0.701,0.128,0.121,0.446,16
sj,2011,22,24.94,7.16,0.0,296.87,0.592,0.662,0.144,0.677,16
sj,2011,23,29.57,5.74,53.4,300.7,0.826,0.351,0.768,0.64,30
sj,2011,24,33.85,7.45,58.83,304.55,0.583,0.309,0.824,0.253,24
sj,2011,25,23.43,6.54,5.5,294.38,0.736,0.362,0.632,0.218,13
sj,2011,26,26.29,6.93,75.36,297.99,0.55,0.273,0.384,0.749,14
sj,2011,27,24.75,6.06,77.78,296.14,0.287,0.428,0.818,0.482,20
sj,2011,28,26.15,8.51,0.0,296.91,0.635,0.755,0.779,0.761,19
sj,2011,29,25.31,8.53,1.84,296.24,0.789,0.672,0.425,0.305,19
sj,2011,30,23.01,7.66,72.26,293.32,0.58,0.49,0.197,0.752,18
sj,2011,31,30.1,6.75,19.36,302.47,0.628,0.313,0.253,0.322,28
sj,2011,32,29.62,6.67,72.13,300.45,0.665,0.23,0.758,0.307,18
sj,2011,33,26.04,8.54,32.5,299.0,0.669,0.695,0.217,0.518,25
sj,2011,34,30.54,7.46,22.88,302.92,0.643,0.822,0.257,0.587,17
sj,2011,35,24.93,8.36,60.18,295.51,0.218,0.437,0.252,0.759,23
sj,2011,36,23.75,8.07,26.95,294.25,0.117,0.186,0.396,0.45,14
sj,2011,37,27.49,5.07,48.42,301.75,0.391,0.48,0.336,0.741,22
sj,2011,38,28.25,10.59,50.56,298.25,0.215,0.618,0.451,0.613,26
sj,2011,39,23.81,9.28,37.59,294.41,0.66,0.454,0.643,0.483,23
sj,2011,40,32.28,6.64,29.05,302.35,0.741,0.287,0.652,0.815,29
sj,2011,41,31.06,5.76,49.17,303.43,0.134,0.693,0.418,0.285,20
sj,2011,42,23.87,6.4,59.42,293.65,0.766,0.291,0.594,0.115,22
sj,2011,43,26.96,9.23,39.12,297.86,0.454,0.381,0.54,0.786,18
sj,2011,44,26.12,7.21,13.9,297.89,0.135,0.542,0.532,0.69,14
sj,2011,45,26.04,7.96,14.58,299.26,0.588,0.258,0.328,0.827,19
sj,2011,46,22.64,8.79,81.16,293.53,0.485,0.163,0.306,0.844,23
sj,2011,47,32.44,8.25,88.01,303.14,0.479,0.657,0.769,0.285,33
sj,2011,48,25.77,7.03,12.63,297.65,0.641,0.31,0.748,0.28,25
sj,2011,49,27.69,7.42,0.01,299.22,0.757,0.272,0.439,0.365,19
sj,2011,50,22.17,7.53,0.46,293.14,0.624,0.499,0.584,0.555,17
sj,2011,51,29.61,7.59,9.94,300.45,0.716,0.551,0.662,0.234,21
sj,2011,52,25.86,8.27,0.0,297.21,0.291,0.62,0.426,0.703,16
sj,2012,1,22.38,7.74,29.93,295.07,0.304,0.22,0.649,0.179,24
sj,2012,2,28.43,7.7,65.98,299.49,0.482,0.184,0.839,0.194,21
sj,2012,3,29.2,7.88,26.95,300.68,0.102,0.421,0.109,0.782,23
sj,2012,4,31.16,8.66,28.09,303.06,0.761,0.535,0.694,0.297,16
sj,2012,5,28.84,7.8,39.09,298.99,0.255,0.354,0.571,0.175,13
sj,2012,6,25.14,6.71,26.46,298.01,0.602,0.494,0.491,0.383,24
sj,2012,7,21.62,7.45,37.95,290.8,0.291,0.637,0.705,0.458,17
sj,2012,8,26.65,8.67,21.02,297.91,0.427,0.769,0.127,0.443,22
sj,2012,9,21.41,6.44,45.36,292.78,0.518,0.457,0.438,0.144,18
sj,2012,10,31.08,4.69,27.74,301.93,0.276,0.567,0.834,0.192,21
sj,2012,11,25.06,7.12,0.0,296.86,0.216,0.742,0.334,0.573,21
sj,2012,12,14.66,6.35,35.14,284.73,0.395,0.384,0.414,0.197,15
sj,2012,13,24.19,7.3,34.81,293.6,0.705,0.507,0.741,0.697,24
sj,2012,14,31.95,6.12,23.54,303.02,0.171,0.174,0.558,0.494,21
sj,2012,15,26.65,8.0,31.46,297.43,0.429,0.161,0.699,0.764,19
sj,2012,16,29.15,8.96,19.73,299.77,0.338,0.582,0.724,0.457,26
sj,2012,17,28.57,7.77,53.0,298.37,0.487,0.389,0.396,0.511,20
sj,2012,18,25.76,7.58,77.09,297.49,0.592,0.479,0.44,0.639,19
sj,2012,19,27.57,6.65,32.14,299.23,0.68,0.243,0.517,0.219,19
sj,2012,20,20.66,7.59,30.47,291.48,0.495,0.813,0.418,0.691,13
sj,2012,21,21.82,6.79,35.49,292.19,0.576,0.243,0.193,0.827,18
sj,2012,22,31.5,7.02,29.61,303.72,0.565,0.659,0.47,0.564,21
sj,2012,23,29.25,7.36,12.23,300.22,0.627,0.843,0.642,0.354,22
sj,2012,24,35.74,7.02,48.7,308.66,0.847,0.378,0.632,0.406,18
sj,2012,25,29.28,6.2,72.33,302.25,0.263,0.779,0.164,0.344,22
sj,2012,26,24.84,6.94,26.87,296.94,0.611,0.525,0.428,0.363,16
sj,2012,27,24.04,7.09,55.03,296.69,0.147,0.589,0.398,0.701,28
sj,2012,28,24.25,7.8,0.0,295.35,0.567,0.341,0.148,0.258,14
sj,2012,29,30.44,7.24,80.78,299.86,0.37,0.495,0.622,0.338,22
sj,2012,30,33.14,8.71,20.15,303.29,0.66,0.552,0.6,0.655,21
sj,2012,31,24.77,8.29,34.61,295.55,0.415,0.482,0.35,0.227,16
sj,2012,32,29.54,7.03,27.49,302.07,0.779,0.523,0.151,0.303,24
sj,2012,33,28.07,9.99,35.74,298.96,0.643,0.636,0.636,0.768,15
sj,2012,34,21.38,9.34,25.85,291.43,0.374,0.782,0.368,0.232,19
