iso3,country_code_a2,year,month,pm25
ETH,,2023,12,13.642
FRA,,2018,1,21.143
FRA,,2018,2,20.511
FRA,,2018,3,20.804
FRA,,2018,4,18.144
FRA,,2018,5,19.634
FRA,,2018,6,19.542
FRA,,2018,7,11.913
FRA,,2018,8,13.969
FRA,,2018,9,10.007
FRA,,2018,10,14.315
FRA,,2018,11,18.363
FRA,,2018,12,12.974
FRA,,2019,1,18.616
FRA,,2019,2,18.381
FRA,,2019,3,22.869
FRA,,2019,4,19.112
FRA,,2019,5,22.41
FRA,,2019,6,13.396
FRA,,2019,7,16.83
FRA,,2019,8,13.963
FRA,,2019,9,14.812
FRA,,2019,10,14.963
FRA,,2019,11,13.606
FRA,,2019,12,18.38
FRA,,2020,1,21.56
FRA,,2020,2,21.011
FRA,,2020,3,24.311
FRA,,2020,4,22.12
FRA,,2020,5,19.101
FRA,,2020,6,15.838
FRA,,2020,7,14.768
FRA,,2020,8,11.077
FRA,,2020,9,10.128
FRA,,2020,10,13.735
FRA,,2020,11,14.123
FRA,,2020,12,15.441
FRA,,2021,1,19.027
FRA,,2021,2,24.665
FRA,,2021,3,22.495
FRA,,2021,4,22.951
FRA,,2021,5,15.963
FRA,,2021,6,19.169
FRA,,2021,7,14.636
FRA,,2021,8,14.414
FRA,,2021,9,14.689
FRA,,2021,10,16.377
FRA,,2021,11,17.249
FRA,,2021,12,19.354
FRA,,2022,1,19.425
FRA,,2022,2,23.483
FRA,,2022,3,20.941
FRA,,2022,4,25.023
FRA,,2022,5,16.867
FRA,,2022,6,16.018
FRA,,2022,7,12.409
FRA,,2022,8,15.61
FRA,,2022,9,11.185
FRA,,2022,10,13.674
FRA,,2022,11,8.426
FRA,,2022,12,13.576
FRA,,2023,1,20.887
FRA,,2023,2,17.452
FRA,,2023,3,17.811
FRA,,2023,4,20.24
FRA,,2023,5,19.168
FRA,,2023,6,15.222
FRA,,2023,7,15.101
FRA,,2023,8,14.727
FRA,,2023,9,8.926
FRA,,2023,10,15.414
FRA,,2023,11,18.677
FRA,,2023,12,20.818
GBR,,2018,1,17.855
GBR,,2018,2,21.684
GBR,,2018,3,15.604
GBR,,2018,4,21.064
GBR,,2018,5,24.652
GBR,,2018,6,15.297
GBR,,2018,7,17.493
GBR,,2018,8,17.348
GBR,,2018,9,13.543
GBR,,2018,10,10.996
GBR,,2018,11,9.708
GBR,,2018,12,17.523
GBR,,2019,1,17.815
GBR,,2019,2,21.419
GBR,,2019,3,21.702
GBR,,2019,4,18.185
GBR,,2019,5,15.632
GBR,,2019,6,13.573
GBR,,2019,7,19.416
GBR,,2019,8,14.323
GBR,,2019,9,12.471
GBR,,2019,10,12.721
GBR,,2019,11,12.041
GBR,,2019,12,16.394
GBR,,2020,1,20.477
GBR,,2020,2,21.445
GBR,,2020,3,22.026
GBR,,2020,4,19.707
GBR,,2020,5,16.227
GBR,,2020,6,17.727
GBR,,2020,7,17.283
GBR,,2020,8,16.608
GBR,,2020,9,13.027
GBR,,2020,10,11.081
GBR,,2020,11,19.077
GBR,,2020,12,18.852
GBR,,2021,1,19.314
GBR,,2021,2,22.334
GBR,,2021,3,23.53
GBR,,2021,4,19.736
GBR,,2021,5,21.165
GBR,,2021,6,18.435
GBR,,2021,7,18.388
GBR,,2021,8,13.741
GBR,,2021,9,14.087
GBR,,2021,10,15.983
GBR,,2021,11,13.283
GBR,,2021,12,13.014
GBR,,2022,1,22.209
GBR,,2022,2,21.368
GBR,,2022,3,20.191
GBR,,2022,4,20.105
GBR,,2022,5,22.472
GBR,,2022,6,18.955
GBR,,2022,7,14.003
GBR,,2022,8,10.815
GBR,,2022,9,9.423
GBR,,2022,10,13.243
GBR,,2022,11,12.842
GBR,,2022,12,14.996
GBR,,2023,1,17.901
GBR,,2023,2,25.387
GBR,,2023,3,21.556
GBR,,2023,4,21.958
GBR,,2023,5,22.001
GBR,,2023,6,17.767
GBR,,2023,7,13.362
GBR,,2023,8,11.678
GBR,,2023,9,14.479
GBR,,2023,10,15.288
GBR,,2023,11,17.157
GBR,,2023,12,14.963
GHA,,2018,1,16.838
GHA,,2018,2,16.246
GHA,,2018,3,18.976
GHA,,2018,4,18.774
GHA,,2018,5,14.075
GHA,,2018,6,11.355
GHA,,2018,7,10.366
GHA,,2018,8,12.576
GHA,,2018,9,10.989
GHA,,2018,10,8.934
GHA,,2018,11,11.801
GHA,,2018,12,17.659
GHA,,2019,1,13.117
GHA,,2019,2,19.043
GHA,,2019,3,18.644
GHA,,2019,4,14.151
GHA,,2019,5,13.48
GHA,,2019,6,18.205
GHA,,2019,7,12.277
GHA,,2019,8,8.45
GHA,,2019,9,7.356
GHA,,2019,10,10.483
GHA,,2019,11,9.298
GHA,,2019,12,16.193
GHA,,2020,1,17.978
GHA,,2020,2,19.823
GHA,,2020,3,18.616
GHA,,2020,4,18.486
GHA,,2020,5,15.226
GHA,,2020,6,14.764
GHA,,2020,7,13.935
GHA,,2020,8,10.973
GHA,,2020,9,12.184
GHA,,2020,10,6.861
GHA,,2020,11,13.123
GHA,,2020,12,12.348
GHA,,2021,1,17.319
GHA,,2021,2,21.956
GHA,,2021,3,20.958
GHA,,2021,4,22.974
GHA,,2021,5,20.837
GHA,,2021,6,14.874
GHA,,2021,7,10.237
GHA,,2021,8,13.123
GHA,,2021,9,7.872
GHA,,2021,10,6.192
GHA,,2021,11,14.988
GHA,,2021,12,13.478
GHA,,2022,1,21.157
GHA,,2022,2,15.881
GHA,,2022,3,19.041
GHA,,2022,4,19.673
GHA,,2022,5,17.419
GHA,,2022,6,12.037
GHA,,2022,7,11.309
GHA,,2022,8,9.531
GHA,,2022,9,9.727
GHA,,2022,10,9.742
GHA,,2022,11,8.873
GHA,,2022,12,14.189
GHA,,2023,1,14.045
GHA,,2023,2,17.837
GHA,,2023,3,18.183
GHA,,2023,4,18.42
GHA,,2023,5,14.661
GHA,,2023,6,13.36
GHA,,2023,7,11.917
GHA,,2023,8,14.51
GHA,,2023,9,7.135
GHA,,2023,10,3.971
GHA,,2023,11,9.135
GHA,,2023,12,12.449
HTI,,2018,1,16.683
HTI,,2018,2,15.689
HTI,,2018,3,22.053
HTI,,2018,4,21.278
HTI,,2018,5,11.895
HTI,,2018,6,16.104
HTI,,2018,7,10.172
HTI,,2018,8,11.041
HTI,,2018,9,8.956
HTI,,2018,10,9.89
HTI,,2018,11,11.767
HTI,,2018,12,11.311
HTI,,2019,1,11.104
HTI,,2019,2,17.535
HTI,,2019,3,20.521
HTI,,2019,4,17.037
HTI,,2019,5,15.039
HTI,,2019,6,12.976
HTI,,2019,7,12.616
HTI,,2019,8,8.129
HTI,,2019,9,8.662
HTI,,2019,10,4.072
HTI,,2019,11,10.44
HTI,,2019,12,13.915
HTI,,2020,1,15.11
HTI,,2020,2,19.255
HTI,,2020,3,16.533
HTI,,2020,4,15.875
HTI,,2020,5,15.263
HTI,,2020,6,16.9
HTI,,2020,7,9.74
HTI,,2020,8,5.652
HTI,,2020,9,10.414
HTI,,2020,10,10.706
HTI,,2020,11,9.343
HTI,,2020,12,16.0
HTI,,2021,1,16.195
HTI,,2021,2,18.717
HTI,,2021,3,19.653
HTI,,2021,4,18.368
HTI,,2021,5,14.115
HTI,,2021,6,13.199
HTI,,2021,7,8.739
HTI,,2021,8,7.92
HTI,,2021,9,6.952
HTI,,2021,10,9.764
HTI,,2021,11,11.62
HTI,,2021,12,16.479
HTI,,2022,1,16.622
HTI,,2022,2,19.285
HTI,,2022,3,18.985
HTI,,2022,4,14.472
HTI,,2022,5,15.271
HTI,,2022,6,12.372
HTI,,2022,7,11.452
HTI,,2022,8,5.988
HTI,,2022,9,7.664
HTI,,2022,10,6.277
HTI,,2022,11,12.558
HTI,,2022,12,16.799
HTI,,2023,1,16.11
HTI,,2023,2,15.483
HTI,,2023,3,17.863
HTI,,2023,4,21.572
HTI,,2023,5,17.228
HTI,,2023,6,15.683
HTI,,2023,7,10.995
HTI,,2023,8,7.094
HTI,,2023,9,5.51
HTI,,2023,10,10.411
HTI,,2023,11,11.827
HTI,,2023,12,12.381
IDN,,2018,1,18.114
IDN,,2018,2,18.354
IDN,,2018,3,17.134
IDN,,2018,4,20.805
IDN,,2018,5,16.408
IDN,,2018,6,15.965
IDN,,2018,7,7.357
IDN,,2018,8,5.182
IDN,,2018,9,12.642
IDN,,2018,10,10.665
IDN,,2018,11,11.291
IDN,,2018,12,18.087
IDN,,2019,1,15.233
IDN,,2019,2,20.966
IDN,,2019,3,24.661
IDN,,2019,4,20.586
IDN,,2019,5,17.47
IDN,,2019,6,12.146
IDN,,2019,7,15.486
IDN,,2019,8,9.808
IDN,,2019,9,11.186
IDN,,2019,10,8.36
IDN,,2019,11,7.628
IDN,,2019,12,12.182
IDN,,2020,1,22.026
IDN,,2020,2,16.442
IDN,,2020,3,24.745
IDN,,2020,4,17.059
IDN,,2020,5,20.336
IDN,,2020,6,14.384
IDN,,2020,7,10.652
IDN,,2020,8,11.868
IDN,,2020,9,6.839
IDN,,2020,10,8.067
IDN,,2020,11,10.778
IDN,,2020,12,15.744
IDN,,2021,1,14.708
IDN,,2021,2,15.174
IDN,,2021,3,21.738
IDN,,2021,4,17.558
IDN,,2021,5,16.492
IDN,,2021,6,14.002
IDN,,2021,7,11.192
IDN,,2021,8,11.426
IDN,,2021,9,9.091
IDN,,2021,10,13.666
IDN,,2021,11,11.762
IDN,,2021,12,12.969
IDN,,2022,1,19.261
IDN,,2022,2,19.769
IDN,,2022,3,22.979
IDN,,2022,4,18.243
IDN,,2022,5,13.774
IDN,,2022,6,14.221
IDN,,2022,7,16.214
IDN,,2022,8,10.538
IDN,,2022,9,10.83
IDN,,2022,10,6.272
IDN,,2022,11,12.318
IDN,,2022,12,12.602
IDN,,2023,1,12.61
IDN,,2023,2,18.332
IDN,,2023,3,18.106
IDN,,2023,4,19.866
IDN,,2023,5,18.854
IDN,,2023,6,14.994
IDN,,2023,7,4.147
IDN,,2023,8,10.408
IDN,,2023,9,12.323
IDN,,2023,10,11.567
IDN,,2023,11,9.071
IDN,,2023,12,16.141
IND,,2018,1,22.341
IND,,2018,2,16.703
IND,,2018,3,22.733
IND,,2018,4,18.303
IND,,2018,5,16.288
IND,,2018,6,17.007
IND,,2018,7,11.531
IND,,2018,8,16.592
IND,,2018,9,13.42
IND,,2018,10,9.941
IND,,2018,11,14.84
IND,,2018,12,15.303
IND,,2019,1,18.467
IND,,2019,2,23.705
IND,,2019,3,16.422
IND,,2019,4,17.286
IND,,2019,5,14.833
IND,,2019,6,15.033
IND,,2019,7,18.017
IND,,2019,8,7.805
IND,,2019,9,13.456
IND,,2019,10,14.911
IND,,2019,11,12.508
IND,,2019,12,14.364
IND,,2020,1,18.558
IND,,2020,2,22.063
IND,,2020,3,20.046
IND,,2020,4,22.475
IND,,2020,5,18.107
IND,,2020,6,13.744
IND,,2020,7,14.101
IND,,2020,8,16.058
IND,,2020,9,11.061
IND,,2020,10,16.004
IND,,2020,11,14.796
IND,,2020,12,18.872
IND,,2021,1,19.932
IND,,2021,2,24.794
IND,,2021,3,23.201
IND,,2021,4,19.908
IND,,2021,5,17.352
IND,,2021,6,15.282
IND,,2021,7,17.303
IND,,2021,8,13.924
IND,,2021,9,9.01
IND,,2021,10,11.277
IND,,2021,11,11.266
IND,,2021,12,16.563
IND,,2022,1,21.959
IND,,2022,2,22.274
IND,,2022,3,21.761
IND,,2022,4,23.062
IND,,2022,5,22.656
IND,,2022,6,16.325
IND,,2022,7,11.033
IND,,2022,8,15.98
IND,,2022,9,9.116
IND,,2022,10,12.504
IND,,2022,11,14.354
IND,,2022,12,15.422
IND,,2023,1,14.785
IND,,2023,2,22.221
IND,,2023,3,20.517
IND,,2023,4,19.352
IND,,2023,5,20.146
IND,,2023,6,16.323
IND,,2023,7,14.793
IND,,2023,8,10.063
IND,,2023,9,15.446
IND,,2023,10,14.254
IND,,2023,11,18.553
IND,,2023,12,15.352
IRN,,2018,1,19.935
IRN,,2018,2,19.455
IRN,,2018,3,25.675
IRN,,2018,4,21.371
IRN,,2018,5,22.182
IRN,,2018,6,14.663
IRN,,2018,7,13.442
IRN,,2018,8,7.829
IRN,,2018,9,11.489
IRN,,2018,10,9.119
IRN,,2018,11,13.191
IRN,,2018,12,14.628
IRN,,2019,1,15.414
IRN,,2019,2,22.425
IRN,,2019,3,19.679
IRN,,2019,4,18.531
IRN,,2019,5,19.266
IRN,,2019,6,15.004
IRN,,2019,7,12.029
IRN,,2019,8,15.149
IRN,,2019,9,12.56
IRN,,2019,10,9.806
IRN,,2019,11,12.52
IRN,,2019,12,17.214
IRN,,2020,1,17.287
IRN,,2020,2,22.67
IRN,,2020,3,21.262
IRN,,2020,4,19.883
IRN,,2020,5,18.282
IRN,,2020,6,8.805
IRN,,2020,7,14.172
IRN,,2020,8,8.603
IRN,,2020,9,11.396
IRN,,2020,10,13.019
IRN,,2020,11,14.416
IRN,,2020,12,19.032
IRN,,2021,1,17.465
IRN,,2021,2,17.637
IRN,,2021,3,22.124
IRN,,2021,4,18.414
IRN,,2021,5,18.847
IRN,,2021,6,10.325
IRN,,2021,7,12.119
IRN,,2021,8,10.29
IRN,,2021,9,8.827
IRN,,2021,10,9.355
IRN,,2021,11,12.169
IRN,,2021,12,16.303
IRN,,2022,1,14.536
IRN,,2022,2,23.031
IRN,,2022,3,24.703
IRN,,2022,4,21.865
IRN,,2022,5,21.014
IRN,,2022,6,14.572
IRN,,2022,7,12.407
IRN,,2022,8,9.923
IRN,,2022,9,8.75
IRN,,2022,10,13.453
IRN,,2022,11,9.534
IRN,,2022,12,13.581
IRN,,2023,1,18.778
IRN,,2023,2,21.289
IRN,,2023,3,22.435
IRN,,2023,4,18.221
IRN,,2023,5,13.458
IRN,,2023,6,15.191
IRN,,2023,7,11.804
IRN,,2023,8,10.214
IRN,,2023,9,9.718
IRN,,2023,10,8.854
IRN,,2023,11,14.129
IRN,,2023,12,14.59
JPN,,2018,1,21.715
JPN,,2018,2,24.864
JPN,,2018,3,20.484
JPN,,2018,4,19.949
JPN,,2018,5,19.47
JPN,,2018,6,17.646
JPN,,2018,7,12.753
JPN,,2018,8,12.498
JPN,,2018,9,12.624
JPN,,2018,10,14.121
JPN,,2018,11,14.72
JPN,,2018,12,11.987
JPN,,2019,1,17.159
JPN,,2019,2,23.868
JPN,,2019,3,20.464
JPN,,2019,4,19.072
JPN,,2019,5,11.979
JPN,,2019,6,9.439
JPN,,2019,7,13.043
JPN,,2019,8,7.829
JPN,,2019,9,10.696
JPN,,2019,10,10.052
JPN,,2019,11,14.837
JPN,,2019,12,12.991
JPN,,2020,1,19.022
JPN,,2020,2,18.51
JPN,,2020,3,22.309
JPN,,2020,4,22.479
JPN,,2020,5,21.382
JPN,,2020,6,14.482
JPN,,2020,7,11.205
JPN,,2020,8,10.338
JPN,,2020,9,10.213
JPN,,2020,10,15.331
JPN,,2020,11,13.572
JPN,,2020,12,13.951
JPN,,2021,1,19.861
JPN,,2021,2,21.215
JPN,,2021,3,19.75
JPN,,2021,4,20.122
JPN,,2021,5,18.898
JPN,,2021,6,18.119
JPN,,2021,7,9.436
JPN,,2021,8,12.458
JPN,,2021,9,10.797
JPN,,2021,10,14.067
JPN,,2021,11,11.583
JPN,,2021,12,12.532
JPN,,2022,1,21.687
JPN,,2022,2,23.362
JPN,,2022,3,22.729
JPN,,2022,4,19.875
JPN,,2022,5,18.041
JPN,,2022,6,13.662
JPN,,2022,7,15.948
JPN,,2022,8,16.804
JPN,,2022,9,9.541
JPN,,2022,10,14.659
JPN,,2022,11,9.208
JPN,,2022,12,10.959
JPN,,2023,1,18.667
JPN,,2023,2,16.573
JPN,,2023,3,22.153
JPN,,2023,4,18.219
JPN,,2023,5,21.179
JPN,,2023,6,16.721
JPN,,2023,7,14.69
JPN,,2023,8,10.626
JPN,,2023,9,10.369
JPN,,2023,10,10.658
JPN,,2023,11,15.275
JPN,,2023,12,15.449
KEN,,2018,1,17.668
KEN,,2018,2,17.127
KEN,,2018,3,14.788
KEN,,2018,4,17.712
KEN,,2018,5,12.83
KEN,,2018,6,12.895
KEN,,2018,7,7.955
KEN,,2018,8,10.375
KEN,,2018,9,7.95
KEN,,2018,10,8.927
KEN,,2018,11,7.451
KEN,,2018,12,12.325
KEN,,2019,1,13.897
KEN,,2019,2,17.926
KEN,,2019,3,20.575
KEN,,2019,4,16.516
KEN,,2019,5,14.039
KEN,,2019,6,14.861
KEN,,2019,7,17.144
KEN,,2019,8,7.265
KEN,,2019,9,8.479
KEN,,2019,10,11.841
KEN,,2019,11,8.858
KEN,,2019,12,11.986
KEN,,2020,1,19.252
KEN,,2020,2,17.269
KEN,,2020,3,17.579
KEN,,2020,4,16.394
KEN,,2020,5,11.95
KEN,,2020,6,15.325
KEN,,2020,7,6.16
KEN,,2020,8,6.694
KEN,,2020,9,11.258
KEN,,2020,10,10.241
KEN,,2020,11,9.924
KEN,,2020,12,14.047
KEN,,2021,1,14.818
KEN,,2021,2,19.177
KEN,,2021,3,14.087
KEN,,2021,4,18.96
KEN,,2021,5,13.046
KEN,,2021,6,12.946
KEN,,2021,7,13.167
KEN,,2021,8,7.443
KEN,,2021,9,3.064
KEN,,2021,10,7.336
KEN,,2021,11,9.089
KEN,,2021,12,12.197
KEN,,2022,1,16.171
KEN,,2022,2,17.843
KEN,,2022,3,17.015
KEN,,2022,4,19.328
KEN,,2022,5,16.777
KEN,,2022,6,12.973
KEN,,2022,7,15.315
KEN,,2022,8,5.557
KEN,,2022,9,14.68
KEN,,2022,10,4.802
KEN,,2022,11,11.814
KEN,,2022,12,13.211
KEN,,2023,1,18.083
KEN,,2023,2,20.195
KEN,,2023,3,17.92
KEN,,2023,4,19.091
KEN,,2023,5,14.951
KEN,,2023,6,13.871
KEN,,2023,7,12.812
KEN,,2023,8,4.141
KEN,,2023,9,6.521
KEN,,2023,10,3.868
KEN,,2023,11,10.577
KEN,,2023,12,16.304
KHM,,2018,1,16.219
KHM,,2018,2,21.395
KHM,,2018,3,19.179
KHM,,2018,4,16.362
KHM,,2018,5,15.308
KHM,,2018,6,16.605
KHM,,2018,7,8.977
KHM,,2018,8,9.631
KHM,,2018,9,9.782
KHM,,2018,10,9.557
KHM,,2018,11,10.993
KHM,,2018,12,16.892
KHM,,2019,1,14.012
KHM,,2019,2,20.573
KHM,,2019,3,15.555
KHM,,2019,4,22.37
KHM,,2019,5,16.291
KHM,,2019,6,16.725
KHM,,2019,7,8.823
KHM,,2019,8,11.031
KHM,,2019,9,11.381
KHM,,2019,10,13.697
KHM,,2019,11,9.926
KHM,,2019,12,14.197
KHM,,2020,1,10.044
KHM,,2020,2,20.907
KHM,,2020,3,15.802
KHM,,2020,4,18.901
KHM,,2020,5,17.054
KHM,,2020,6,19.4
KHM,,2020,7,9.594
KHM,,2020,8,8.771
KHM,,2020,9,9.159
KHM,,2020,10,8.652
KHM,,2020,11,10.124
KHM,,2020,12,14.965
KHM,,2021,1,17.498
KHM,,2021,2,21.175
KHM,,2021,3,19.073
KHM,,2021,4,17.208
KHM,,2021,5,16.56
KHM,,2021,6,11.231
KHM,,2021,7,9.74
KHM,,2021,8,9.463
KHM,,2021,9,8.141
KHM,,2021,10,5.1
KHM,,2021,11,16.082
KHM,,2021,12,8.655
KHM,,2022,1,18.062
KHM,,2022,2,18.248
KHM,,2022,3,19.035
KHM,,2022,4,19.428
KHM,,2022,5,16.247
KHM,,2022,6,14.18
KHM,,2022,7,9.667
KHM,,2022,8,8.291
KHM,,2022,9,7.334
KHM,,2022,10,5.283
KHM,,2022,11,14.678
KHM,,2022,12,17.994
KHM,,2023,1,11.314
KHM,,2023,2,17.218
KHM,,2023,3,17.145
KHM,,2023,4,13.424
KHM,,2023,5,12.577
KHM,,2023,6,13.663
KHM,,2023,7,13.32
KHM,,2023,8,12.206
KHM,,2023,9,9.157
KHM,,2023,10,9.537
KHM,,2023,11,13.8
KHM,,2023,12,14.439
LAO,,2018,1,12.521
LAO,,2018,2,22.9
LAO,,2018,3,17.029
LAO,,2018,4,20.901
LAO,,2018,5,16.235
LAO,,2018,6,11.81
LAO,,2018,7,9.987
LAO,,2018,8,7.249
LAO,,2018,9,12.906
LAO,,2018,10,10.654
LAO,,2018,11,6.534
LAO,,2018,12,13.258
LAO,,2019,1,15.848
LAO,,2019,2,16.256
LAO,,2019,3,18.685
LAO,,2019,4,20.752
LAO,,2019,5,18.156
LAO,,2019,6,11.773
LAO,,2019,7,12.303
LAO,,2019,8,12.176
LAO,,2019,9,6.507
LAO,,2019,10,12.643
LAO,,2019,11,12.753
LAO,,2019,12,12.646
LAO,,2020,1,18.346
LAO,,2020,2,14.718
LAO,,2020,3,20.893
LAO,,2020,4,16.155
LAO,,2020,5,17.207
LAO,,2020,6,14.809
LAO,,2020,7,9.093
LAO,,2020,8,14.074
LAO,,2020,9,7.953
LAO,,2020,10,5.526
LAO,,2020,11,10.141
LAO,,2020,12,13.317
LAO,,2021,1,17.874
LAO,,2021,2,19.968
LAO,,2021,3,20.144
LAO,,2021,4,16.904
LAO,,2021,5,17.815
LAO,,2021,6,16.243
LAO,,2021,7,11.121
LAO,,2021,8,15.026
LAO,,2021,9,4.237
LAO,,2021,10,4.387
LAO,,2021,11,12.866
LAO,,2021,12,12.714
LAO,,2022,1,19.438
LAO,,2022,2,21.033
LAO,,2022,3,21.627
LAO,,2022,4,20.076
LAO,,2022,5,17.215
LAO,,2022,6,13.248
LAO,,2022,7,13.188
LAO,,2022,8,10.476
LAO,,2022,9,16.068
LAO,,2022,10,9.142
LAO,,2022,11,9.366
LAO,,2022,12,12.078
LAO,,2023,1,15.372
LAO,,2023,2,13.838
LAO,,2023,3,21.512
LAO,,2023,4,22.186
LAO,,2023,5,17.405
LAO,,2023,6,12.827
LAO,,2023,7,8.932
LAO,,2023,8,10.094
LAO,,2023,9,9.779
LAO,,2023,10,12.383
LAO,,2023,11,14.599
LAO,,2023,12,11.378
LKA,,2018,1,14.175
LKA,,2018,2,16.66
LKA,,2018,3,18.654
LKA,,2018,4,16.57
LKA,,2018,5,10.529
LKA,,2018,6,14.27
LKA,,2018,7,10.52
LKA,,2018,8,11.383
LKA,,2018,9,7.503
LKA,,2018,10,6.518
LKA,,2018,11,7.772
LKA,,2018,12,14.728
LKA,,2019,1,14.904
LKA,,2019,2,14.787
LKA,,2019,3,24.463
LKA,,2019,4,19.573
LKA,,2019,5,10.973
LKA,,2019,6,14.252
LKA,,2019,7,12.672
LKA,,2019,8,10.781
LKA,,2019,9,11.88
LKA,,2019,10,6.317
LKA,,2019,11,10.465
LKA,,2019,12,12.075
LKA,,2020,1,14.465
LKA,,2020,2,20.107
LKA,,2020,3,19.03
LKA,,2020,4,20.27
LKA,,2020,5,15.672
LKA,,2020,6,10.185
LKA,,2020,7,11.264
LKA,,2020,8,8.37
LKA,,2020,9,9.087
LKA,,2020,10,7.498
LKA,,2020,11,7.626
LKA,,2020,12,12.252
LKA,,2021,1,16.253
LKA,,2021,2,17.239
LKA,,2021,3,17.884
LKA,,2021,4,16.012
LKA,,2021,5,11.842
LKA,,2021,6,10.761
LKA,,2021,7,8.033
LKA,,2021,8,4.774
LKA,,2021,9,7.977
LKA,,2021,10,10.389
LKA,,2021,11,8.048
LKA,,2021,12,11.361
LKA,,2022,1,19.1
LKA,,2022,2,16.235
LKA,,2022,3,15.713
LKA,,2022,4,18.669
LKA,,2022,5,14.075
LKA,,2022,6,16.686
LKA,,2022,7,10.988
LKA,,2022,8,7.383
LKA,,2022,9,6.424
LKA,,2022,10,7.644
LKA,,2022,11,10.633
LKA,,2022,12,11.883
LKA,,2023,1,20.705
LKA,,2023,2,20.357
LKA,,2023,3,15.11
LKA,,2023,4,18.627
LKA,,2023,5,15.065
LKA,,2023,6,11.031
LKA,,2023,7,11.796
LKA,,2023,8,6.542
LKA,,2023,9,5.373
LKA,,2023,10,8.121
LKA,,2023,11,15.041
LKA,,2023,12,14.465
MLI,,2018,1,18.249
MLI,,2018,2,20.243
MLI,,2018,3,18.268
MLI,,2018,4,19.972
MLI,,2018,5,15.403
MLI,,2018,6,13.993
MLI,,2018,7,10.182
MLI,,2018,8,9.827
MLI,,2018,9,8.382
MLI,,2018,10,11.67
MLI,,2018,11,13.136
MLI,,2018,12,12.242
MLI,,2019,1,18.961
MLI,,2019,2,21.957
MLI,,2019,3,16.765
MLI,,2019,4,20.918
MLI,,2019,5,13.136
MLI,,2019,6,19.106
MLI,,2019,7,9.636
MLI,,2019,8,14.565
MLI,,2019,9,8.606
MLI,,2019,10,8.125
MLI,,2019,11,13.27
MLI,,2019,12,18.72
MLI,,2020,1,12.087
MLI,,2020,2,22.909
MLI,,2020,3,21.767
MLI,,2020,4,19.467
MLI,,2020,5,19.692
MLI,,2020,6,16.087
MLI,,2020,7,9.906
MLI,,2020,8,7.991
MLI,,2020,9,11.511
MLI,,2020,10,13.723
MLI,,2020,11,11.081
MLI,,2020,12,11.894
MLI,,2021,1,18.56
MLI,,2021,2,19.065
MLI,,2021,3,19.654
MLI,,2021,4,19.153
MLI,,2021,5,15.761
MLI,,2021,6,12.532
MLI,,2021,7,10.452
MLI,,2021,8,14.598
MLI,,2021,9,12.604
MLI,,2021,10,14.693
MLI,,2021,11,10.175
MLI,,2021,12,11.308
MLI,,2022,1,12.298
MLI,,2022,2,16.225
MLI,,2022,3,16.735
MLI,,2022,4,15.666
MLI,,2022,5,19.22
MLI,,2022,6,15.358
MLI,,2022,7,10.742
MLI,,2022,8,7.985
MLI,,2022,9,7.753
MLI,,2022,10,10.017
MLI,,2022,11,12.341
MLI,,2022,12,12.84
MLI,,2023,1,16.174
MLI,,2023,2,20.328
MLI,,2023,3,18.171
MLI,,2023,4,17.069
MLI,,2023,5,13.951
MLI,,2023,6,16.749
MLI,,2023,7,11.665
MLI,,2023,8,9.967
MLI,,2023,9,7.445
MLI,,2023,10,5.283
MLI,,2023,11,14.432
MLI,,2023,12,21.978
MMR,,2018,1,19.787
MMR,,2018,2,17.611
MMR,,2018,3,20.432
MMR,,2018,4,17.245
MMR,,2018,5,15.745
MMR,,2018,6,9.539
MMR,,2018,7,9.162
MMR,,2018,8,18.827
MMR,,2018,9,6.133
MMR,,2018,10,10.247
MMR,,2018,11,13.119
MMR,,2018,12,15.176
MMR,,2019,1,14.725
MMR,,2019,2,21.581
MMR,,2019,3,20.209
MMR,,2019,4,18.681
MMR,,2019,5,20.021
MMR,,2019,6,15.61
MMR,,2019,7,12.497
MMR,,2019,8,8.095
MMR,,2019,9,8.027
MMR,,2019,10,11.609
MMR,,2019,11,13.866
MMR,,2019,12,16.844
MMR,,2020,1,19.605
MMR,,2020,2,19.867
MMR,,2020,3,20.493
MMR,,2020,4,16.472
MMR,,2020,5,19.536
MMR,,2020,6,23.337
MMR,,2020,7,11.753
MMR,,2020,8,7.697
MMR,,2020,9,10.064
MMR,,2020,10,6.881
MMR,,2020,11,12.209
MMR,,2020,12,11.332
MMR,,2021,1,12.307
MMR,,2021,2,18.318
MMR,,2021,3,12.405
MMR,,2021,4,16.529
MMR,,2021,5,15.572
MMR,,2021,6,11.495
MMR,,2021,7,15.038
MMR,,2021,8,11.937
MMR,,2021,9,13.451
MMR,,2021,10,12.782
MMR,,2021,11,13.441
MMR,,2021,12,16.286
MMR,,2022,1,17.698
MMR,,2022,2,17.013
MMR,,2022,3,19.57
MMR,,2022,4,22.364
MMR,,2022,5,12.051
MMR,,2022,6,18.875
MMR,,2022,7,6.668
MMR,,2022,8,9.729
MMR,,2022,9,11.047
MMR,,2022,10,6.445
MMR,,2022,11,12.845
MMR,,2022,12,9.175
MMR,,2023,1,16.399
MMR,,2023,2,17.221
MMR,,2023,3,21.458
MMR,,2023,4,17.986
MMR,,2023,5,15.33
MMR,,2023,6,15.118
